Codigo_Accidente,Formulario,Direccion,Fecha_Acc,Dia_Semana_Acc,Hora_Acc,Min_Acc,Localidad,Clase_Acc,Elemento_Choque,Tipo_Objeto_Fijo,Gravedad_Indicador_Tradicional,Gravedad_indicador_30d,
10600154,A001606240,CL 165 - KR 65  02,2023-12-30,Sábado,21,29,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10600159,A001606709,KR 77 I BIS - CL 65 B S 02,2023-12-31,Domingo,8,10,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10600167,A001606422,KR 84 A - CL 64 S 02,2023-12-23,Sábado,21,9,BOSA,Atropello,Desconocido,Desconocido,Con Muertos,Con Muertos,
10600177,A001605489,KR 45 - CL 246  02,2023-12-25,Lunes,19,50,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10600184,A001606186,KR 69 B - CL 26 S 02,2023-12-31,Domingo,8,5,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594468,A001575053,CL 62 S- KR 82 A 02,2023-08-07,Lunes,22,30,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595115,A001520017,CL 94 - KR 9  02,2023-08-23,Miércoles,7,33,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595118,A001575425,CL 6 - KR 14  02,2023-08-22,Martes,22,39,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595120,A001575033,KR 43 - CL 13  02,2023-08-24,Jueves,19,50,PUENTE ARANDA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10595124,A001575531,CL 36 S- TV 68 J 02,2023-08-24,Jueves,0,0,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595126,A001575130,AU NORTE - CL 235  02,2023-08-23,Miércoles,23,0,USAQUEN,Choque,Objeto Fijo,Poste,Con Heridos,Con Heridos,
10595129,A001574075,CL 42 C - KR 78 H 02,2023-08-23,Miércoles,20,40,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595138,A001573740,KR 17 M - DG 69 S 02,2023-08-23,Miércoles,11,32,CIUDAD BOLIVAR,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10595139,A001575547,CL 17 - KR 103 A 02,2023-08-24,Jueves,2,30,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595153,A001573464,AU NORTE - CL 245  02,2023-08-23,Miércoles,7,30,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595154,A001573868,KR 19 C - CL 55 S 02,2023-08-27,Domingo,6,41,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595157,A001575007,AV AVENIDA BOYACA - CL 51  02,2023-08-24,Jueves,9,15,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595158,A001573357,CL 19 - KR 29  02,2023-08-27,Domingo,13,40,LOS MARTIRES,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10595163,A001575759,KR 19 C - CL 55 S 02,2023-08-27,Domingo,9,20,TUNJUELITO,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10595177,A001571824,KR 24 - CL 7  02,2023-08-25,Viernes,7,50,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595178,A001575364,CL 74 - KR 53  02,2023-08-25,Viernes,22,0,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595184,A001575447,CL 36 S- KR 21 A 02,2023-08-23,Miércoles,13,0,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10595245,A001575142,CL 49 S- KR 91 D 02,2023-08-31,Jueves,23,40,BOSA,Volcamiento,Desconocido,Desconocido,Con Muertos,Con Muertos,
10594178,A001573411,KR 91 - CL 129  02,2023-07-29,Sábado,0,5,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594185,A001573615,CL 57 S- KR 3 G 02,2023-07-30,Domingo,16,41,USME,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594186,A001572676,KR 69 B - CL 25  02,2023-07-31,Lunes,14,21,FONTIBON,Otro,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594187,A001573846,AC 6 - KR 44  02,2023-07-31,Lunes,6,37,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594212,A001573994,CL 19 A - KR 89  02,2023-07-30,Domingo,7,0,FONTIBON,Choque,Objeto Fijo,Barandas,Con Heridos,Con Heridos,
10586713,A001519562,CL 56 A S- KR 27  02,2023-01-26,Jueves,9,51,TUNJUELITO,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10586714,A001519936,KR 69 B - CL 24 S 02,2023-01-26,Jueves,20,40,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10586716,A001519974,CL 56 S- KR 4 L 02,2023-01-25,Miércoles,12,54,USME,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10587057,A001519720,AC 13 - KR 22  02,2023-02-03,Viernes,20,20,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587058,A001519727,CL 162 - KR 8  02,2023-02-04,Sábado,0,30,USAQUEN,Choque,Objeto Fijo,Poste,Solo Daños,Solo Daños,
10587061,A001519450,KR 45 - CL 242  02,2023-02-04,Sábado,3,28,USAQUEN,Choque,Desconocido,Desconocido,Solo Daños,Solo Daños,
10587069,A001518860,KR 86 - CL 49  02,2023-02-02,Jueves,8,43,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587072,A001519275,KR 79 C - CL 2  02,2023-02-03,Viernes,10,20,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587073,A001519859,KR 92 - CL 7  02,2023-02-03,Viernes,9,50,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587079,A001566765,AV AVENIDA PRIMERO DE MAYO - CL 52 A 02,2023-02-02,Jueves,22,20,PUENTE ARANDA,Choque,Objeto Fijo,Inmueble,Con Heridos,Con Heridos,
10587080,A001520151,CL 17 - KR 128  02,2023-02-03,Viernes,7,30,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587086,A001516480,KR 91 - CL 130  02,2023-02-03,Viernes,6,10,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587274,A001519814,AV AVENIDA CIUDAD DE CALI - CL 72  02,2023-02-10,Viernes,12,20,ENGATIVA,Choque,Vehículo,Desconocido,Con Muertos,Con Muertos,
10587278,A001566961,KR 10 - CL 6  02,2023-02-10,Viernes,23,56,SANTA FE,Choque,Objeto Fijo,Barandas,Con Heridos,Con Heridos,
10587282,A001567046,AU SUR - KR 68  02,2023-02-08,Miércoles,22,30,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587283,A001519831,KR 86 - CL 6  02,2023-02-10,Viernes,5,50,KENNEDY,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10587287,A001518822,KR 7 - CL 55  02,2023-02-08,Miércoles,15,50,CHAPINERO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10587355,A001567120,AV AVENIDA TRANSVERSAL DE SUBA - CL 100  02,2023-02-09,Jueves,6,40,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10587629,A001518943,CL 53 - KR 13  02,2023-02-15,Miércoles,19,9,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587640,A001567078,KR 78 - CL 45 S 02,2023-02-15,Miércoles,6,0,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587661,A001520043,CL 24 - KR 37  02,2023-02-16,Jueves,13,30,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587767,A001520084,KR 7 - CL 102  02,2023-02-18,Sábado,18,9,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587836,A001567535,KR 110 - CL 71 B 02,2023-02-20,Lunes,16,4,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587837,A001567538,AC 26 - KR 39  02,2023-02-19,Domingo,16,40,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588191,A001519685,CL 26 - KR 77 C 02,2023-02-28,Martes,21,10,FONTIBON,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10588260,A001519844,CL 17 - KR 110  02,2023-02-28,Martes,14,39,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588741,A001520001,KR 98 - CL 63  02,2023-03-13,Lunes,20,9,ENGATIVA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10588748,A001568406,CL 22 S- KR 18 C 02,2023-03-13,Lunes,5,30,PUENTE ARANDA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10588793,A001568411,KR 24 - CL 36 S 02,2023-03-16,Jueves,15,33,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588795,A001568018,KR 25 - CL 52 A S 02,2023-03-16,Jueves,8,30,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588844,A001568527,KR 7 - CL 39  02,2023-03-17,Viernes,6,40,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588861,A001568465,KR 30 - CL 6  02,2023-03-16,Jueves,18,32,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588947,A001568401,CL 170 - KR 12  02,2023-03-18,Sábado,3,18,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588950,A001568109,CL 57 B S- KR 72 A BIS 02,2023-03-20,Lunes,23,15,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588264,A001567712,CL 91 A - KR 58  02,2023-03-01,Miércoles,13,48,BARRIOS UNIDOS,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10588267,A001567827,KR 27 - CL 6  02,2023-03-03,Viernes,5,37,LOS MARTIRES,Atropello,Desconocido,Desconocido,Con Muertos,Con Muertos,
10588467,A001567657,TV 17 - CL 65 S 02,2023-03-08,Miércoles,8,10,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588475,A001568114,AV AVENIDA DE LAS AMERICAS - KR 65  02,2023-03-08,Miércoles,19,46,PUENTE ARANDA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10588501,A001519228,KR 86 - CL 9  02,2023-03-07,Martes,22,30,KENNEDY,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10588502,A001567949,KR 79 - CL 51 S 02,2023-03-07,Martes,7,15,KENNEDY,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10588524,A001567650,CL 82 - KR 12  02,2023-03-11,Sábado,2,53,CHAPINERO,Choque,Objeto Fijo,Vehiculo estacionado,Solo Daños,Solo Daños,
10588607,A001567755,KR 51 - CL 58 A S 02,2023-03-10,Viernes,13,20,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588617,A001567962,KR 20 - CL 70 D S 02,2023-03-10,Viernes,10,50,CIUDAD BOLIVAR,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10589753,A001568312,CL 41 S- KR 78 B 02,2023-04-10,Lunes,8,10,KENNEDY,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10589758,A001569021,CL 150 - KR 53  02,2023-04-10,Lunes,10,0,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10589766,A001569073,AU SUR - CL 57 R 02,2023-04-11,Martes,21,40,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590281,A001569889,CL 170 - KR 55  02,2023-04-23,Domingo,22,30,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590282,A001569840,KR 27 B - CL 71 I BIS S 02,2023-04-23,Domingo,13,20,CIUDAD BOLIVAR,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590290,A001569325,KR 113 C - CL 152 B 02,2023-04-22,Sábado,15,10,SUBA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10590291,A001569736,KR 104 - CL 132  02,2023-04-22,Sábado,2,35,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590293,A001569850,KR 7 - CL 201  02,2023-04-22,Sábado,12,0,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590294,A001568284,KR 13 - CL 55  02,2023-04-22,Sábado,11,20,CHAPINERO,Choque,Objeto Fijo,Arbol,Con Heridos,Con Heridos,
10590295,A001569930,KR 7 - CL 78  02,2023-04-22,Sábado,17,23,CHAPINERO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590298,A001569931,CL 100 - KR 67  02,2023-04-23,Domingo,8,49,BARRIOS UNIDOS,Choque,Objeto Fijo,Semaforo,Con Heridos,Con Heridos,
10590301,A001569590,CL 28 S- KR 26  02,2023-04-22,Sábado,14,0,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590305,A001569638,KR 10 - CL 27 S 02,2023-04-23,Domingo,4,0,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590310,A001569594,AV AVENIDA CIUDAD DE CALI - CL 69 S 02,2023-04-23,Domingo,10,58,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590311,A001569132,KR 111 C - CL 70 D 02,2023-04-22,Sábado,18,52,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590315,A001569903,KR 72 - CL 26  02,2023-04-22,Sábado,17,47,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590317,A001569390,KR 27 - CL 18  02,2023-04-22,Sábado,16,9,LOS MARTIRES,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590319,A001569806,TV 94 L - CL 82  02,2023-04-22,Sábado,13,17,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590320,A001569564,CL 64 C - KR 122 A 02,2023-04-22,Sábado,13,30,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590322,A001569827,CL 23 D - KR 100  02,2023-04-21,Viernes,18,33,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590323,A001567366,CL 63 S- KR 89 A 02,2023-04-22,Sábado,13,15,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10590324,A001570000,CL 72 - KR 91 A 02,2023-04-22,Sábado,13,30,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587442,A001519939,KR 3 S- CL 91  02,2023-02-11,Sábado,11,2,CHAPINERO,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10587447,A001567239,KR 109 - CL 23 G 02,2023-02-11,Sábado,17,0,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587452,A001566853,KR 3 E- CL 91  02,2023-02-11,Sábado,23,40,CHAPINERO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10587453,A001567030,KR 120 - CL 22 J 02,2023-02-10,Viernes,14,38,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587803,A001519847,AV AVENIDA BOYACA - CL 60 S 02,2023-02-17,Viernes,7,40,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10587809,A001566952,KR 68 - CL 35 S 02,2023-02-20,Lunes,7,30,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588200,A001567971,CL 80 - KR 55  02,2023-03-01,Miércoles,19,50,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588201,A001567524,AV AVENIDA DE LAS AMERICAS - CL 71 A 02,2023-03-02,Jueves,8,10,KENNEDY,Choque,Vehículo,Desconocido,Con Muertos,Con Muertos,
10588207,A001567308,TV 52 - CL 2 C 02,2023-02-27,Lunes,15,20,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10588210,A001567864,CL 49 S- KR 87 A 02,2023-02-27,Lunes,13,0,BOSA,Otro,Desconocido,Desconocido,Con Heridos,Con Heridos,
10588357,A001566982,KR 58 - CL 9  02,2023-03-05,Domingo,2,30,PUENTE ARANDA,Volcamiento,Desconocido,Desconocido,Con Heridos,Con Heridos,
10588358,A001567849,DG 42 A S- KR 82  02,2023-03-05,Domingo,10,0,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598560,A001604304,KR 30 - CL 1 G 02,2023-11-11,Sábado,20,30,LOS MARTIRES,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10598563,A001605117,KR 72 - CL 72  02,2023-11-19,Domingo,1,44,ENGATIVA,Choque,Objeto Fijo,Otro,Con Heridos,Con Heridos,
10598571,A001604644,KR 3 E- CL 10  02,2023-11-19,Domingo,21,40,SANTA FE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598574,A001604927,KR 3 E- CL 91  02,2023-11-18,Sábado,4,50,CHAPINERO,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10598584,A001604224,KR 14 - CL 42 S 02,2023-11-20,Lunes,15,28,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598586,A001605087,KR 30 - CL 47  02,2023-11-20,Lunes,17,26,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598588,A001613489,KR 102 - CL 22 K 02,2023-11-18,Sábado,9,7,FONTIBON,Choque,Objeto Fijo,Otro,Solo Daños,Solo Daños,
10598592,A001613694,KR 86 - CL 9  02,2023-11-18,Sábado,22,53,KENNEDY,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10598594,A001574879,CL 26 - KR 103  02,2023-11-18,Sábado,15,20,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598595,A001605134,KR 14 - CL 19 S 02,2023-11-19,Domingo,8,10,ANTONIO NARIÑO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598598,A001604672,KR 80 - CL 46 S 02,2023-11-19,Domingo,11,4,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598607,A001605140,AC 24 - KR 103 A BIS 02,2023-11-19,Domingo,9,20,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598614,A001571998,AV AVENIDA DE LAS AMERICAS - KR 74  02,2023-11-20,Lunes,5,45,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598623,A001604813,KR 68 - CL 22 S 02,2023-11-21,Martes,17,20,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Muertos,Con Muertos,
10598629,A001605108,DG 182 - KR 20  02,2023-11-20,Lunes,13,0,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598633,A001605406,KR 12 D - CL 55 A S 02,2023-11-21,Martes,7,37,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598634,A001605176,CL 47 B S- KR 22  02,2023-11-21,Martes,10,30,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598639,A001605031,TV 24 - DG 53 C 02,2023-11-22,Miércoles,22,15,TEUSAQUILLO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598640,A001605175,CL 17 A S- KR 2 A 02,2023-11-20,Lunes,18,0,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598642,A001605109,CL 170 - KR 9  02,2023-11-20,Lunes,17,26,USAQUEN,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598643,A001604706,CL 71 S- KR 89 A 02,2023-11-21,Martes,16,0,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598774,A001605250,CL 13 - KR 104  02,2023-11-26,Domingo,0,7,FONTIBON,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598778,A001605066,TV 78 J - CL 41 C S 02,2023-11-25,Sábado,8,31,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598786,A001613829,AV AVENIDA BOYACA - CL 52 A S 02,2023-11-26,Domingo,1,40,TUNJUELITO,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10598788,A001613832,CL 53 S- KR 32  75,2023-11-24,Viernes,18,45,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598792,A001604863,CL 95 - KR 10  02,2023-11-21,Martes,12,30,CHAPINERO,Choque,Vehículo,Desconocido,Solo Daños,Solo Daños,
10598793,A001605261,KR 5 - CL 32  02,2023-11-25,Sábado,15,54,SANTA FE,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598806,A001605100,KR 73 A - CL 52 B 02,2023-11-25,Sábado,1,15,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598808,A001605266,KR 10 - CL 31 S 02,2023-11-23,Jueves,22,40,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598809,A001613592,KR 4 - CL 186 C 02,2023-11-24,Viernes,19,24,USAQUEN,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598810,A001613610,CL 19 - KR 30  02,2023-11-24,Viernes,20,32,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598811,A001605442,KR 95 A - CL 70 A S 02,2023-11-26,Domingo,13,40,BOSA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598813,A001605121,DG 67 A S- KR 69 C 02,2023-11-23,Jueves,19,0,CIUDAD BOLIVAR,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10594569,A001575056,CL 40 - KR 98 A 02,2023-08-10,Jueves,20,47,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594570,A001575010,CL 27 S- KR 7 B 02,2023-08-10,Jueves,19,45,SAN CRISTOBAL,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10594596,A001575107,KR 24 - CL 71  02,2023-08-08,Martes,15,26,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597868,A001574605,KR 80 - CL 61 S 02,2023-11-02,Jueves,9,30,BOSA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10597928,A001604213,KR 30 - CL 74  02,2023-11-05,Domingo,10,2,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597984,A001613763,KR 86 - CL 34 S 02,2023-11-02,Jueves,6,18,KENNEDY,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10597985,A001613502,CL 133 - KR 148 B 02,2023-11-01,Miércoles,13,0,SUBA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598023,A001613412,KR 28 - CL 71  02,2023-11-02,Jueves,7,22,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598028,A001604552,KR 7 - CL 72  02,2023-11-04,Sábado,4,15,CHAPINERO,Choque,Objeto Fijo,Semaforo,Solo Daños,Solo Daños,
10598111,A001574975,CL 72 - KR 110  02,2023-11-09,Jueves,5,20,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598113,A001604523,KR 17 BIS - CL 63 B 02,2023-11-07,Martes,7,10,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598114,A001604533,KR 19 - CL 65  02,2023-11-08,Miércoles,14,7,BARRIOS UNIDOS,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598115,A001604586,KR 20 C - CL 67 S 02,2023-11-07,Martes,21,38,CIUDAD BOLIVAR,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598118,A001604503,KR 22 - CL 31 S 02,2023-11-07,Martes,14,10,RAFAEL URIBE URIBE,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598121,A001604585,CL 56 S- KR 19  02,2023-11-07,Martes,6,4,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597714,A001613737,CL 68 A - KR 112  02,2023-10-27,Viernes,6,2,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597717,A001604284,KR 100 - CL 25 B 02,2023-10-30,Lunes,10,0,FONTIBON,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10597718,A001613471,TV 125 BIS - CL 135 A 02,2023-10-27,Viernes,9,19,SUBA,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10597720,A001614167,AV AVENIDA BOYACA - CL 65 A S 02,2023-10-30,Lunes,7,25,CIUDAD BOLIVAR,Choque,Vehículo,Desconocido,Con Muertos,Con Muertos,
10597728,A001604252,AC 9 - KR 58  02,2023-10-28,Sábado,14,45,PUENTE ARANDA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597768,A001614174,KR 15 - CL 55 S 02,2023-10-31,Martes,19,34,TUNJUELITO,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10597770,A001604327,CL 66 - KR 17  02,2023-10-31,Martes,10,24,BARRIOS UNIDOS,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10597775,A001613428,CL 145 - KR 111  02,2023-10-25,Miércoles,8,27,SUBA,Otro,Desconocido,Desconocido,Con Heridos,Con Heridos,
10597776,A001613833,KR 12 D - CL 53 S 02,2023-10-30,Lunes,17,40,TUNJUELITO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597785,A001574881,AV AVENIDA PRIMERO DE MAYO - KR 27  02,2023-10-30,Lunes,18,48,ANTONIO NARIÑO,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597802,A001604378,KR 72 - CL 66 A 02,2023-11-01,Miércoles,11,20,ENGATIVA,Atropello,Desconocido,Desconocido,Con Muertos,Con Muertos,
10597803,A001574562,AU NORTE - CL 86  02,2023-10-31,Martes,22,18,CHAPINERO,Choque,Objeto Fijo,Barandas,Solo Daños,Solo Daños,
10597807,A001604202,CL 59 S- KR 77 G 02,2023-10-31,Martes,16,52,BOSA,Atropello,Desconocido,Desconocido,Con Heridos,Con Heridos,
10597817,A001604455,CL 64 H - KR 69 H 02,2023-11-01,Miércoles,8,14,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597836,A001604352,CL 42 G S- KR 75  02,2023-10-31,Martes,16,0,KENNEDY,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10597838,A001613926,KR 114 - CL 80  02,2023-11-01,Miércoles,22,16,ENGATIVA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
10598424,A001604989,CL 132 D - KR 152  02,2023-11-16,Jueves,1,0,SUBA,Choque,Objeto Fijo,Poste,Solo Daños,Solo Daños,
10598426,A001604976,AK 72 - CL 12  02,2023-11-15,Miércoles,13,40,KENNEDY,Caida de ocupante,Desconocido,Desconocido,Con Heridos,Con Heridos,
10598428,A001604265,KR 89 B - CL 58 A 02,2023-11-17,Viernes,8,0,BOSA,Choque,Vehículo,Desconocido,Con Heridos,Con Heridos,
